file_name	sheet_name	isolate_id	bioproject_accession	biosample_accession	assembly_accession	genbank_accessions	refseq_accessions	sra_accession	other_accessions	drug	mic_sign	mic	sir_call	notes
Table_2.XLSX	PATRIC	M26	PRJNA319645	SAMN05194380	GCF_001659515.1	LYWH00000000				Linezolid			S	
Table_2.XLSX	PATRIC	695_SEPI	PRJNA267549	SAMN03197899	GCF_001073995.1	JUWT01000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR5153	PRJNA308322	SAMN07444330	GCA_002908545.1	NQHO01000000				Linezolid			S	
Table_2.XLSX	PATRIC	237_SEPI	PRJNA267549	SAMN03197426	GCF_001071895.1	JVOY01000000				Linezolid			S	
Table_2.XLSX	PATRIC	8400	PRJNA238030	SAMN02640611	GCF_000705035.1	JMIF01000000				Linezolid			S	
Table_2.XLSX	PATRIC	643_SEPI	PRJNA267549	SAMN03197844	GCF_001073675.1	JUYW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR1301	PRJNA308322	SAMN07444314	GCA_002908885.1	NQHY01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 2569	PRJNA342349	SAMN06172996	GCA_003035205.1	PYYU01000000				Linezolid			S	
Table_2.XLSX	PATRIC	I4	PRJEB21503	SAMEA104168468	GCA_900205815.1	OANX01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIH05003	PRJNA86761	SAMN00993648	GCA_000276025.1	AKHI00000000				Linezolid			S	
Table_2.XLSX	PATRIC	LRKNS014	PRJNA314440	SAMN04542849	GCF_001622575.1	LWAT00000000				Linezolid			R	
Table_2.XLSX	PATRIC	KED12	PRJNA319644	SAMN05150058	GCF_001658535.1	LYQA00000000				Linezolid			S	
Table_2.XLSX	PATRIC	M25	PRJNA319645	SAMN05194378	GCF_001659475.1	LYWF00000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 75	PRJNA342349	SAMN06172981	GCA_003035405.1	PYZF01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU050	PRJNA53727	SAMN00116878	GCA_000627055.1	JHQC00000000				Linezolid			S	
Table_2.XLSX	PATRIC	M01	PRJNA319645	SAMN05194377	GCF_001659505.1	LYWE00000000				Linezolid			S	
Table_2.XLSX	PATRIC	AU12-03	PRJNA171207	SAMN01103171	GCA_000308395.1	AMCS00000000				Linezolid			S	
Table_2.XLSX	PATRIC	1311_SEPI	PRJNA267549	SAMN03197288	GCF_001070535.1	JVUG01000000				Linezolid			S	
Table_2.XLSX	PATRIC	0123W_32_35	PRJNA327106	SAMN05509311	GCA_001914135.1	MKYC00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ABKWQ	PRJNA303006	SAMN04287039	GCA_002221945.1	LYLQ00000000				Linezolid			S	
Table_2.XLSX	PATRIC	E13A	PRJNA156777	SAMN02436406	GCA_000443975.1	AURC00000000				Linezolid			S	
Table_2.XLSX	PATRIC	73_SEPI	PRJNA267549	SAMN03197934	GCF_001074075.1	JUVK01000000				Linezolid			S	
Table_2.XLSX	PATRIC	917_SEPI	PRJNA267549	SAMN03198129	GCF_001075635.1	JUNX01000000				Linezolid			S	
Table_2.XLSX	PATRIC	161_SEPI	PRJNA267549	SAMN03197353	GCF_001071495.1	JVRT01000000				Linezolid			S	
Table_2.XLSX	PATRIC	818_SEPI	PRJNA267549	SAMN03198032	GCF_001075095.1	JURQ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	314_SEPI	PRJNA267549	SAMN03197504	GCF_001072245.1	JVLY01000000				Linezolid			S	
Table_2.XLSX	PATRIC	M22	PRJNA319645	SAMN05194379	GCF_001659545.1	LYWG00000000				Linezolid			S	
Table_2.XLSX	PATRIC	677_SEPI	PRJNA267549	SAMN03197879	GCF_001073875.1	JUXN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	248_SEPI	PRJNA267549	SAMN03197438	GCF_001071955.1	JVOM01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU127	PRJNA53769	SAMN00117463	GCA_000247165.2	AHLH00000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 2538	PRJNA342349	SAMN06172995	GCA_003035225.1	PYYV01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ICE173	PRJNA308322	SAMN07444383	GCA_002907725.1	NQIF01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1457	PRJNA238030	SAMN02640609	GCF_000705075.1	JMID01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ENVL300	PRJNA319642	SAMN05187218	GCF_001659225.1	LYVS00000000				Linezolid			S	
Table_2.XLSX	PATRIC	I6	PRJEB21503	SAMEA104168471	GCA_900205795.1	OAOB01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1306.rep1_SEPI	PRJNA267549	SAMN03197280	GCF_001070485.1	JVUO01000000				Linezolid			S	
Table_2.XLSX	PATRIC	AU21	PRJNA304253	SAMN04296969	GCF_001469325.1	LNUN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ICE146	PRJNA308322	SAMN07444381	GCA_002908155.1	NQIG01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1144_SEPI	PRJNA267549	SAMN03197100	GCF_001069275.1	JWBM01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU036	PRJNA53719	SAMN00138235	GCA_000697905.1	JHUA00000000				Linezolid			S	
Table_2.XLSX	PATRIC	0514Y_32_9	PRJNA327106	SAMN05509323	GCA_001914145.1	MKYD00000000				Linezolid			S	
Table_2.XLSX	PATRIC	154_SEPI	PRJNA267549	SAMN03197344	GCF_001070635.1	JVSC01000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR1172	PRJNA308322	SAMN07444312	GCA_002908925.1	NQIA01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU125	PRJNA53765	SAMN00116836	GCA_000247125.2	AHLF00000000				Linezolid			S	
Table_2.XLSX	PATRIC	1306.rep2_SEPI	PRJNA267549	SAMN03197281	GCF_001070505.1	JVUN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1296_SEPI	PRJNA267549	SAMN03197268	GCF_001069525.1	JVVA01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1289_SEPI	PRJNA267549	SAMN03197260	GCF_001068995.1	JVVI01000000				Linezolid			S	
Table_2.XLSX	PATRIC	LRKNS077	PRJNA314440	SAMN04622481	GCF_001622525.1	LWCX00000000				Linezolid			R	
Table_2.XLSX	PATRIC	AU24	PRJNA303132	SAMN04286639	GCF_001457235.1	LNSW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU123	PRJNA53763	SAMN00117447	GCA_000247105.2	AHLE00000000				Linezolid			S	
Table_2.XLSX	PATRIC	PEI-B-P-06	PRJEB11503	SAMEA4470458	GCF_900108795.1	FUVD00000000				Linezolid			S	
Table_2.XLSX	PATRIC	134_SEPI	PRJNA267549	SAMN03197321	GCF_001076265.1	JVSZ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU028	PRJNA53717	SAMN00116866	GCA_000205405.2	AFEH00000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 258	PRJNA342349	SAMN06172983	GCA_003035385.1	PYZE01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU117	PRJNA53753	SAMN00116890	GCA_000247025.2	AHLA00000000				Linezolid			S	
Table_2.XLSX	PATRIC	SCH-13	PRJNA415995	SAMN07839766	GCA_002750015.1	PEJC01000000				Linezolid			S	
Table_2.XLSX	PATRIC	971_SEPI	PRJNA267549	SAMN03198191	GCF_001075515.1	JULN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU037	PRJNA53721	SAMN00116868	GCA_000221705.2	AFTY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU126	PRJNA53767	SAMN00116846	GCA_000247145.2	AHLG00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ICE25	PRJNA308322	SAMN07444385	GCA_002908115.1	NQGD01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1115_SEPI	PRJNA267549	SAMN03197069	GCF_001070245.1	JWCR01000000				Linezolid			S	
Table_2.XLSX	PATRIC	236_SEPI	PRJNA267549	SAMN03197425	GCF_001071885.1	JVOZ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	849_SEPI	PRJNA267549	SAMN03198058	GCF_001075165.1	JUQQ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1097_SEPI	PRJNA267549	SAMN03197059	GCF_001070155.1	JWDB01000000				Linezolid			S	
Table_2.XLSX	PATRIC	654_SEPI	PRJNA267549	SAMN03197856	GCF_001074865.1	JUYK01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ENVL_032	PRJNA319644	SAMN05187231	GCF_001659425.1	LYWA00000000				Linezolid			S	
Table_2.XLSX	PATRIC	NCTC 11047	PRJNA339206	SAMN05978027	GCA_002901875.1	PPQG01000000				Linezolid			S	
Table_2.XLSX	PATRIC	Mt1p16	PRJNA319644	SAMN05293479	GCF_001683645.1	MAJJ00000000				Linezolid			S	
Table_2.XLSX	PATRIC	I6	PRJEB21503	SAMEA104168469	GCA_900199525.1	FZQW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	393_SEPI	PRJNA267549	SAMN03197584	GCF_001072715.1	JVIW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	I6	PRJEB21503	SAMEA104168470	GCA_900205845.1	OANW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	899_SEPI	PRJNA267549	SAMN03198106	GCF_001075595.1	JUOU01000000				Linezolid			S	
Table_2.XLSX	PATRIC	246_SEPI	PRJNA267549	SAMN03197436	GCF_001071935.1	JVOO01000000				Linezolid			S	
Table_2.XLSX	PATRIC	838_SEPI	PRJNA267549	SAMN03198045	GCF_001074555.1	JURD01000000				Linezolid			S	
Table_2.XLSX	PATRIC	196_SEPI	PRJNA267549	SAMN03197388	GCF_001071645.1	JVQK01000000				Linezolid			S	
Table_2.XLSX	PATRIC	655_SEPI	PRJNA267549	SAMN03197857	GCF_001073795.1	JUYJ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIHLM070	PRJNA62351	SAMN00991854	GCA_000276485.1	AKGL00000000				Linezolid			S	
Table_2.XLSX	PATRIC	AHKF08	PRJNA319645	SAMN05173253	GCF_001658465.1	LYQD00000000				Linezolid			S	
Table_2.XLSX	PATRIC	AEEG06	PRJNA319645	SAMN05173250	GCF_001658565.1	LYQC00000000				Linezolid			S	
Table_2.XLSX	PATRIC	125_SEPI	PRJNA267549	SAMN03197216	GCF_001070395.1	JVXA01000000				Linezolid			S	
Table_2.XLSX	PATRIC	402_SEPI	PRJNA267549	SAMN03197592	GCF_001072775.1	JVIO01000000				Linezolid			S	
Table_2.XLSX	PATRIC	M04	PRJNA319644	SAMN05190536	GCF_001659465.1	LYWC00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ATCC 14990	PRJNA224116	SAMN06624123	GCA_002087975.1	NARC00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ENVH350	PRJNA319642	SAMN05187225	GCF_001659245.1	LYVU00000000				Linezolid			S	
Table_2.XLSX	PATRIC	SAM-3	PRJNA437720	SAMN08683515	GCA_003038655.1	PYFN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	C3	PRJEB21503	SAMEA104168464	GCA_900205825.1	OAOC01000000				Linezolid			S	
Table_2.XLSX	PATRIC	644_SEPI	PRJNA267549	SAMN03197845	GCF_001073685.1	JUYV01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIHLM018	PRJNA62379	SAMN00993287	GCA_000276225.1	AKGY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	919_SEPI	PRJNA267549	SAMN03198133	GCF_001075315.1	JUNT01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 2400	PRJNA342349	SAMN06172992	GCA_003035275.1	PYYY01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ALKB06	PRJNA319642	SAMN04962397	GCF_001658885.1	LYRX00000000				Linezolid			S	
Table_2.XLSX	PATRIC	Bt1p3	PRJNA319644	SAMN05150049	GCF_001658455.1	LYPY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU057	PRJNA53729	SAMN00117470	GCA_000245655.2	AHKY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIHLM049	PRJNA62361	SAMN00993261	GCA_000276385.1	AKGQ00000000				Linezolid			S	
Table_2.XLSX	PATRIC	972_SEPI	PRJNA267549	SAMN03198192	GCF_001075525.1	JULM01000000				Linezolid			S	
Table_2.XLSX	PATRIC	MCO7	PRJNA308322	SAMN07444394	GCA_002907645.1	NQFW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ZSC	PRJNA419115	SAMN08043159	GCA_002892285.1	PHHR01000000				Linezolid			S	
Table_2.XLSX	PATRIC	920_SEPI	PRJNA267549	SAMN03198136	GCF_001075685.1	JUNR01000000				Linezolid			S	
Table_2.XLSX	PATRIC	947_SEPI	PRJNA267549	SAMN03198167	GCF_001075805.1	JUML01000000				Linezolid			S	
Table_2.XLSX	PATRIC	946_SEPI	PRJNA267549	SAMN03198166	GCF_001075795.1	JUMM01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU045	PRJNA53725	SAMN00116874	GCA_000205425.2	AFEI00000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 29	PRJNA342349	SAMN06172980	GCA_003035425.1	PYZG01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ESP40	PRJNA308322	SAMN07444375	GCA_002907765.1	NQGI01000000				Linezolid			S	
Table_2.XLSX	PATRIC	504_SEPI	PRJNA267549	SAMN03197697	GCF_001071215.1	JVEN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SCH-12	PRJNA415995	SAMN07839765	GCA_002750115.1	PEJB01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1067_SEPI	PRJNA267549	SAMN03197029	GCF_001068585.1	JWEF01000000				Linezolid			S	
Table_2.XLSX	PATRIC	Y24	PRJNA399602	SAMN07540349	GCA_002288605.1	NRSY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR4892	PRJNA308322	SAMN07444327	GCA_002908595.1	NQHR01000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR5982	PRJNA308322	SAMN07444348	GCA_002908795.1	NQHA01000000				Linezolid			S	
Table_2.XLSX	PATRIC	597_SEPI	PRJNA267549	SAMN03197796	GCF_001073515.1	JVAS01000000				Linezolid			S	
Table_2.XLSX	PATRIC	A1KF08	PRJNA319644	SAMN05150008	GCF_001658475.1	LYPX00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ST14	PRJNA289935	SAMN03859970	GCF_001298115.1	LGJG01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SCH-11	PRJNA415995	SAMN07839764	GCA_002750095.1	PEJA01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1284_SEPI	PRJNA267549	SAMN03197255	GCF_001070415.1	JVVN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIH05005	PRJNA62389	SAMN00993293	GCA_000276125.1	AKHD00000000				Linezolid			S	
Table_2.XLSX	PATRIC	1029_SEPI	PRJNA267549	SAMN03196993	GCF_001069995.1	JWFP01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 291	PRJNA342349	SAMN06172984	GCA_003035365.1	PYZD01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIHLM021	PRJNA62373	SAMN00993238	GCA_000276285.1	AKGV00000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIHLM088	PRJNA62347	SAMN00991848	GCA_000276525.1	AKGJ00000000				Linezolid			S	
Table_2.XLSX	PATRIC	MIT 14-1777-C6	PRJNA412393	SAMN07710845	GCA_002417645.1	NXMC01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ENVH113	PRJNA319642	SAMN05187224	GCF_001659315.1	LYVT00000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIH04003	PRJNA86759	SAMN00993757	GCA_000276005.1	AKHJ00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ICE181	PRJNA308322	SAMN07444384	GCA_002908135.1	NQGE01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1321_SEPI	PRJNA267549	SAMN03197300	GCF_001076185.1	JVTV01000000				Linezolid			S	
Table_2.XLSX	PATRIC	312_SEPI	PRJNA267549	SAMN03197502	GCF_001072235.1	JVMA01000000				Linezolid			S	
Table_2.XLSX	PATRIC	LRKNS057	PRJNA314440	SAMN04605741	GCF_001622835.1	LWBG00000000				Linezolid			R	
Table_2.XLSX	PATRIC	705_SEPI	PRJNA267549	SAMN03197910	GCF_001074005.1	JUWI01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1142_SEPI	PRJNA267549	SAMN03197098	GCF_001070315.1	JWBO01000000				Linezolid			S	
Table_2.XLSX	PATRIC	LRKNS062	PRJNA314440	SAMN04606870	GCF_001622445.1	LWBW00000000				Linezolid			R	
Table_2.XLSX	PATRIC	590_SEPI	PRJNA267549	SAMN03197792	GCF_001071395.1	JVAW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU111	PRJNA53745	SAMN00117446	GCA_000697805.1	JHUB00000000				Linezolid			S	
Table_2.XLSX	PATRIC	SCH-18	PRJNA415995	SAMN07839771	GCA_002750285.1	PEJH01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1028_SEPI	PRJNA267549	SAMN03196992	GCF_001069965.1	JWFQ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1143_SEPI	PRJNA267549	SAMN03197099	GCF_001069245.1	JWBN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	AU23	PRJNA304324	SAMN04299194	GCF_001469315.1	LNUS01000000				Linezolid			S	
Table_2.XLSX	PATRIC	938_SEPI	PRJNA267549	SAMN03198157	GCF_001075775.1	JUMV01000000				Linezolid			S	
Table_2.XLSX	PATRIC	HUR103	PRJNA308322	SAMN07444378	GCA_002908185.1	NQGG01000000				Linezolid			S	
Table_2.XLSX	PATRIC	MEX104	PRJNA308322	SAMN07444395	GCA_002908015.1	NQFV01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1204_SEPI	PRJNA267549	SAMN03197166	GCF_001068785.1	JVYY01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIH051475	PRJNA86755	SAMN00993392	GCA_000275965.1	AKHL00000000				Linezolid			S	
Table_2.XLSX	PATRIC	JAP25	PRJNA308322	SAMN07444391	GCA_002908075.1	NQFZ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIH08001	PRJNA86765	SAMN00993450	GCA_000276065.1	AKHG00000000				Linezolid			S	
Table_2.XLSX	PATRIC	URU91	PRJNA308322	SAMN07444403	GCA_002907505.1	NQFQ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	686_SEPI	PRJNA267549	SAMN03197889	GCF_001073935.1	JUXD01000000				Linezolid			S	
Table_2.XLSX	PATRIC	935_SEPI	PRJNA267549	SAMN03198154	GCF_001075405.1	JUMY01000000				Linezolid			S	
Table_2.XLSX	PATRIC	934_SEPI	PRJNA267549	SAMN03198153	GCF_001075395.1	JUMZ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	94_SEPI	PRJNA267549	SAMN03198159	GCF_001075435.1	JUMT01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 1357	PRJNA342349	SAMN06172987	GCA_003035325.1	PYZA01000000				Linezolid			S	
Table_2.XLSX	PATRIC	XE_C06	PRJNA319644	SAMN05150064	GCF_001658555.1	LYQB00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ICE91	PRJNA308322	SAMN07444387	GCA_002908055.1	NQIE01000000				Linezolid			S	
Table_2.XLSX	PATRIC	CV94	PRJNA308322	SAMN07444366	GCA_002907865.1	NQGQ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	91_SEPI	PRJNA267549	SAMN03198117	GCF_001075605.1	JUOJ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1057	PRJNA238030	SAMN02640610	GCF_000705055.1	JMIE01000000				Linezolid			S	
Table_2.XLSX	PATRIC	GTH12	PRJNA434386	SAMN08555375	GCA_003119275.1	CP028282				Linezolid			S	
Table_2.XLSX	PATRIC	551_SEPI	PRJNA267549	SAMN03197750	GCF_001073295.1	JVCM01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ENVH144	PRJNA319644	SAMN05187232	GCF_001659255.1	LYWB00000000				Linezolid			S	
Table_2.XLSX	PATRIC	1188_SEPI	PRJNA267549	SAMN03197147	GCF_001069375.1	JVZR01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SNUC 2473	PRJNA342349	SAMN06172994	GCA_003035245.1	PYYW01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ICE34	PRJNA308322	SAMN07444386	GCA_002907705.1	NQGC01000000				Linezolid			S	
Table_2.XLSX	PATRIC	Lt3p20	PRJNA319642	SAMN04962399	GCF_001658905.1	LYRY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	ENVL_287	PRJNA319644	SAMN05187229	GCF_001659355.1	LYVY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	384_SEPI	PRJNA267549	SAMN03197575	GCF_001072685.1	JVJF01000000				Linezolid			S	
Table_2.XLSX	PATRIC	C7	PRJEB21503	SAMEA104168467	GCA_900199615.1	FZRF01000000				Linezolid			S	
Table_2.XLSX	PATRIC	ENVP605	PRJNA319642	SAMN05187217	GCF_001659305.1	LYVV00000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR5910	PRJNA308322	SAMN07444339	GCA_002908455.1	NQHI01000000				Linezolid			S	
Table_2.XLSX	PATRIC	178_SEPI	PRJNA267549	SAMN03197368	GCF_001071635.1	JVRE01000000				Linezolid			S	
Table_2.XLSX	PATRIC	SK135	PRJNA34077	SAMN00008358	GCA_000177115.1	ADEY00000000				Linezolid			S	
Table_2.XLSX	PATRIC	VCU014	PRJNA53715	SAMN00116879	GCA_000626815.1	JHQB00000000				Linezolid			S	
Table_2.XLSX	PATRIC	MEX54	PRJNA308322	SAMN07444399	GCA_002907995.1	NQFS01000000				Linezolid			S	
Table_2.XLSX	PATRIC	BUG123	PRJNA308322	SAMN07444365	GCA_002907885.1	NQGR01000000				Linezolid			S	
Table_2.XLSX	PATRIC	Ae-e06	PRJNA319642	SAMN04962390	GCF_001658895.1	LYRW00000000				Linezolid			S	
Table_2.XLSX	PATRIC	998_SEPI	PRJNA267549	SAMN03198220	GCF_001075575.1	JUKK01000000				Linezolid			S	
Table_2.XLSX	PATRIC	NIHLM039	PRJNA62365	SAMN00993248	GCA_000276345.1	AKGS00000000				Linezolid			S	
Table_2.XLSX	PATRIC	1024_SEPI	PRJNA267549	SAMN03196988	GCF_001069955.1	JWFU01000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR5909	PRJNA308322	SAMN07444338	GCA_002908475.1	NQHJ01000000				Linezolid			S	
Table_2.XLSX	PATRIC	477_SEPI	PRJNA267549	SAMN03197669	GCF_001076495.1	JVFP01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1129_SEPI	PRJNA267549	SAMN03197083	GCF_001070255.1	JWCD01000000				Linezolid			S	
Table_2.XLSX	PATRIC	DEN167	PRJNA308322	SAMN07444371	GCA_002908235.1	NQGL01000000				Linezolid			S	
Table_2.XLSX	PATRIC	M0026	PRJNA216172	SAMN02325127	GCA_000551165.1	JBVX00000000				Linezolid			S	
Table_2.XLSX	PATRIC	FDAARGOS_161	PRJNA231221	SAMN03996306	GCA_002954055.1	CP014130,CP014131,CP014132				Linezolid			S	
Table_2.XLSX	PATRIC	180_SEPI	PRJNA267549	SAMN03197371	GCF_001071665.1	JVRB01000000				Linezolid			S	
Table_2.XLSX	PATRIC	IS-K	PRJNA53817	SAMN00189683	GCA_000257965.1	AJJS00000000				Linezolid			S	
Table_2.XLSX	PATRIC	M23864:W2(grey)	PRJNA34643	SAMN02299424	GCA_000164075.1	ADMU00000000				Linezolid			S	
Table_2.XLSX	PATRIC	DAR5988	PRJNA308322	SAMN07444354	GCA_002908315.1	NQGX01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1130_SEPI	PRJNA267549	SAMN03197084	GCF_001069215.1	JWCC01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1249_SEPI	PRJNA267549	SAMN03197215	GCF_001068895.1	JVXB01000000				Linezolid			S	
Table_2.XLSX	PATRIC	479_SEPI	PRJNA267549	SAMN03197671	GCF_001073115.1	JVFN01000000				Linezolid			S	
Table_2.XLSX	PATRIC	1340_SEPI	PRJNA267549	SAMN03197322	GCF_001070565.1	JVSY01000000				Linezolid			S	
